category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0015377	0.62265871401047	0.742212958136521	15	16	cation:chloride symporter activity	MF	0.973351229037337	1
GO:0010160	0.622678606940033	0.582234517020264	41	45	formation of animal organ boundary	BP	0.973351229037337	1
GO:0032806	0.622871769927486	0.743748372426879	13	14	carboxy-terminal domain protein kinase complex	CC	0.973351229037337	1
GO:0044728	0.623007378792532	0.999999976634915	5	5	DNA methylation or demethylation	BP	0.973351229037337	1
GO:0036089	0.623357535543149	0.999999976656399	5	5	cleavage furrow formation	BP	0.973351229037337	1
GO:0001963	0.623415929065767	0.999999976659516	5	5	synaptic transmission, dopaminergic	BP	0.973351229037337	1
GO:0017136	0.62342274976858	0.9999999766598	5	5	NAD-dependent histone deacetylase activity	MF	0.973351229037337	1
GO:0034979	0.62342274976858	0.9999999766598	5	5	NAD-dependent protein deacetylase activity	MF	0.973351229037337	1
GO:0042321	0.62368202006292	0.999999976675824	5	5	negative regulation of circadian sleep/wake cycle, sleep	BP	0.973351229037337	1
GO:0010039	0.623777432948034	0.999999976681494	5	5	response to iron ion	BP	0.973351229037337	1
GO:0046011	0.623869498421648	0.741298552253661	15	16	regulation of oskar mRNA translation	BP	0.973351229037337	1
GO:0072687	0.623898425215996	0.744026810055109	12	13	meiotic spindle	CC	0.973351229037337	1
GO:0019840	0.624239246657732	0.999999976710146	5	5	isoprenoid binding	MF	0.973351229037337	1
GO:0006369	0.624357460596181	0.999999976717996	5	5	termination of RNA polymerase II transcription	BP	0.973351229037337	1
GO:0046975	0.624418846349098	0.99999997672122	5	5	histone methyltransferase activity (H3-K36 specific)	MF	0.973351229037337	1
GO:1901568	0.624556768159779	0.608977388058898	34	37	fatty acid derivative metabolic process	BP	0.973351229037337	1
GO:0005952	0.624879685163972	0.999999976749438	5	5	cAMP-dependent protein kinase complex	CC	0.973351229037337	1
GO:0007065	0.624895609864682	0.999999976750361	5	5	male meiosis sister chromatid cohesion	BP	0.973351229037337	1
GO:0071007	0.624996796547643	0.999999976757225	5	5	U2-type catalytic step 2 spliceosome	CC	0.973351229037337	1
GO:0016903	0.625239466596535	0.579074689285288	44	48	oxidoreductase activity, acting on the aldehyde or oxo group of donors	MF	0.973351229037337	1
GO:0030991	0.625370131477468	0.999999976779759	5	5	intraciliary transport particle A	CC	0.973351229037337	1
GO:0007502	0.62574009641678	0.999999976802398	5	5	digestive tract mesoderm development	BP	0.973351229037337	1
GO:0061864	0.625753161637416	0.99999997680324	5	5	basement membrane constituent secretion	BP	0.973351229037337	1
GO:0097479	0.625823508825121	0.653673223460403	24	26	synaptic vesicle localization	BP	0.973351229037337	1
GO:0072357	0.625898416906109	0.999999976812245	5	5	PTW/PP1 phosphatase complex	CC	0.973351229037337	1
GO:0035927	0.625931695805138	0.9999999769943	3	3	RNA import into mitochondrion	BP	0.973351229037337	1
GO:0070125	0.626101187056842	0.999999976824463	5	5	mitochondrial translational elongation	BP	0.973351229037337	1
GO:0005788	0.62616489744038	0.742312896159229	12	13	endoplasmic reticulum lumen	CC	0.973351229037337	1
GO:0003726	0.626471201399828	0.999999976847555	5	5	double-stranded RNA adenosine deaminase activity	MF	0.973351229037337	1
GO:0098554	0.626569174707117	0.999999976853855	5	5	cytoplasmic side of endoplasmic reticulum membrane	CC	0.973351229037337	1
GO:0032048	0.626974182729692	0.999999976878293	5	5	cardiolipin metabolic process	BP	0.973351229037337	1
GO:0046209	0.627140296819076	0.999999976888713	5	5	nitric oxide metabolic process	BP	0.973351229037337	1
GO:2001057	0.627140296819076	0.999999976888713	5	5	reactive nitrogen species metabolic process	BP	0.973351229037337	1
GO:0004622	0.627227268485272	0.999999976894419	5	5	lysophospholipase activity	MF	0.973351229037337	1
GO:0035082	0.627421510598578	0.541991192323531	54	60	axoneme assembly	BP	0.973351229037337	1
GO:0072599	0.627758980044791	0.609735449862309	24	27	establishment of protein localization to endoplasmic reticulum	BP	0.973351229037337	1
GO:0031120	0.62787711469391	0.999999977110776	3	3	snRNA pseudouridine synthesis	BP	0.973351229037337	1
GO:0035252	0.627906371057825	0.999999976935792	5	5	UDP-xylosyltransferase activity	MF	0.973351229037337	1
GO:0042285	0.627906371057825	0.999999976935792	5	5	xylosyltransferase activity	MF	0.973351229037337	1
GO:0043255	0.627970225507179	0.999999976939611	5	5	regulation of carbohydrate biosynthetic process	BP	0.973351229037337	1
GO:0005879	0.628074795235172	0.999999976946051	5	5	axonemal microtubule	CC	0.973351229037337	1
GO:0032467	0.628876738206297	0.999999976995705	5	5	positive regulation of cytokinesis	BP	0.973351229037337	1
GO:0035613	0.628888268725659	0.99999997700548	4	4	RNA stem-loop binding	MF	0.973351229037337	1
GO:0071480	0.629035458719474	0.741370248221525	11	12	cellular response to gamma radiation	BP	0.973351229037337	1
GO:2001236	0.629473606684175	0.999999977032488	5	5	regulation of extrinsic apoptotic signaling pathway	BP	0.973351229037337	1
GO:0052548	0.629539227277194	0.576110877356986	38	42	regulation of endopeptidase activity	BP	0.973351229037337	1
GO:0071927	0.629565879703226	0.999999977037447	5	5	octopamine signaling pathway	BP	0.973351229037337	1
GO:0051427	0.629648015675141	0.999999979667575	2	2	hormone receptor binding	MF	0.973351229037337	1
GO:0008152	0.630365258994653	0.391319490778868	5713	6379	metabolic process	BP	0.973351229037337	1
GO:0006282	0.630451570834922	0.73798912879245	13	14	regulation of DNA repair	BP	0.973351229037337	1
GO:0006563	0.630790531521067	0.999999977112884	5	5	L-serine metabolic process	BP	0.973351229037337	1
GO:0043495	0.63091020858734	0.999999977119908	5	5	protein-membrane adaptor activity	MF	0.973351229037337	1
GO:0031452	0.630941896344063	0.999999977121879	5	5	negative regulation of heterochromatin formation	BP	0.973351229037337	1
GO:0120262	0.630941896344063	0.999999977121879	5	5	negative regulation of heterochromatin organization	BP	0.973351229037337	1
GO:1905268	0.630941896344063	0.999999977121879	5	5	negative regulation of chromatin organization	BP	0.973351229037337	1
GO:0007521	0.631009965254738	0.999999977126442	5	5	muscle cell fate determination	BP	0.973351229037337	1
GO:0008303	0.631254195652318	0.999999977141052	5	5	caspase complex	CC	0.973351229037337	1
GO:0016255	0.631254195652318	0.999999977141052	5	5	attachment of GPI anchor to protein	BP	0.973351229037337	1
GO:0042765	0.631254195652318	0.999999977141052	5	5	GPI-anchor transamidase complex	CC	0.973351229037337	1
GO:0051570	0.631759777945153	0.999999977172496	5	5	regulation of histone H3-K9 methylation	BP	0.973351229037337	1
GO:0008483	0.632000119177093	0.73588755943906	14	15	transaminase activity	MF	0.973351229037337	1
GO:0006940	0.632046264377487	0.999999977199434	4	4	regulation of smooth muscle contraction	BP	0.973351229037337	1
GO:0008255	0.63217423704579	0.999999977367462	3	3	ecdysis-triggering hormone activity	MF	0.973351229037337	1
GO:0030628	0.632211939699293	0.999999977200364	5	5	pre-mRNA 3'-splice site binding	MF	0.973351229037337	1
GO:0048802	0.632212104237615	0.999999977199685	5	5	notum morphogenesis	BP	0.973351229037337	1
GO:0042537	0.632366889025908	0.999999977209861	5	5	benzene-containing compound metabolic process	BP	0.973351229037337	1
GO:0005686	0.632515812073414	0.580026627087107	22	26	U2 snRNP	CC	0.973351229037337	1
GO:0035002	0.632664451143864	0.64837021913127	22	24	liquid clearance, open tracheal system	BP	0.973351229037337	1
GO:0015677	0.632820797934973	0.999999977237893	5	5	copper ion import	BP	0.973351229037337	1
GO:0060581	0.632874062216256	0.601479542269302	32	35	cell fate commitment involved in pattern specification	BP	0.973351229037337	1
GO:1990381	0.63289295293789	0.999999977241961	5	5	ubiquitin-specific protease binding	MF	0.973351229037337	1
GO:1990391	0.632912228971765	0.999999977252286	4	4	DNA repair complex	CC	0.973351229037337	1
GO:0005547	0.633091789433624	0.999999977254112	5	5	phosphatidylinositol-3,4,5-trisphosphate binding	MF	0.973351229037337	1
GO:1900544	0.633138249660908	0.999999977257311	5	5	positive regulation of purine nucleotide metabolic process	BP	0.973351229037337	1
GO:0036058	0.633284698872703	0.999999977266329	5	5	filtration diaphragm assembly	BP	0.973351229037337	1
GO:0006551	0.63343184567002	0.999999977275751	5	5	leucine metabolic process	BP	0.973351229037337	1
GO:0006583	0.63364958946003	0.999999977288534	5	5	melanin biosynthetic process from tyrosine	BP	0.973351229037337	1
GO:0042438	0.63364958946003	0.999999977288534	5	5	melanin biosynthetic process	BP	0.973351229037337	1
GO:0004661	0.633758135973284	0.999999977295762	5	5	protein geranylgeranyltransferase activity	MF	0.973351229037337	1
GO:0061650	0.63399552597614	0.601793998687922	28	31	ubiquitin-like protein conjugating enzyme activity	MF	0.973351229037337	1
GO:0007604	0.634128236176346	0.999999977317857	5	5	phototransduction, UV	BP	0.973351229037337	1
GO:0007057	0.634249518218772	0.99999997732531	5	5	spindle assembly involved in female meiosis I	BP	0.973351229037337	1
GO:0004165	0.634334940871036	0.999999977339641	4	4	delta(3)-delta(2)-enoyl-CoA isomerase activity	MF	0.973351229037337	1
GO:0035246	0.634353749855514	0.999999977332189	5	5	peptidyl-arginine N-methylation	BP	0.973351229037337	1
GO:1903727	0.634473018894891	0.999999977339034	5	5	positive regulation of phospholipid metabolic process	BP	0.973351229037337	1
GO:0005919	0.634608561692784	0.999999977347224	5	5	pleated septate junction	CC	0.973351229037337	1
GO:0042819	0.634619279788619	0.999999977357081	4	4	vitamin B6 biosynthetic process	BP	0.973351229037337	1
GO:0042822	0.634619279788619	0.999999977357081	4	4	pyridoxal phosphate metabolic process	BP	0.973351229037337	1
GO:0042823	0.634619279788619	0.999999977357081	4	4	pyridoxal phosphate biosynthetic process	BP	0.973351229037337	1
GO:0043695	0.634627563700484	0.655914084935668	12	14	detection of pheromone	BP	0.973351229037337	1
GO:0005536	0.634680981675688	0.999999977352237	5	5	glucose binding	MF	0.973351229037337	1
GO:0004984	0.634862762181664	0.521909226146155	63	70	olfactory receptor activity	MF	0.973351229037337	1
GO:0071071	0.635292860809157	0.999999977390343	5	5	regulation of phospholipid biosynthetic process	BP	0.973351229037337	1
GO:1901836	0.635387086858308	0.999999977395568	5	5	regulation of transcription of nucleolar large rRNA by RNA polymerase I	BP	0.973351229037337	1
GO:0060079	0.63579583716572	0.99999997742062	5	5	excitatory postsynaptic potential	BP	0.973351229037337	1
GO:0099565	0.63579583716572	0.99999997742062	5	5	chemical synaptic transmission, postsynaptic	BP	0.973351229037337	1
GO:1903201	0.636232048921086	0.999999977447549	5	5	regulation of oxidative stress-induced cell death	BP	0.973351229037337	1
GO:2001243	0.636406978726478	0.999999977457863	5	5	negative regulation of intrinsic apoptotic signaling pathway	BP	0.973351229037337	1
GO:0016559	0.636505183542427	0.999999977473028	4	4	peroxisome fission	BP	0.973351229037337	1
GO:0035626	0.636534910479253	0.999999977465669	5	5	juvenile hormone mediated signaling pathway	BP	0.973351229037337	1
GO:0070003	0.637253771474579	0.733797685459417	12	13	threonine-type peptidase activity	MF	0.973351229037337	1
GO:0006655	0.637268486631365	0.999999977510602	5	5	phosphatidylglycerol biosynthetic process	BP	0.973351229037337	1
GO:0016929	0.637519409324853	0.999999977525939	5	5	deSUMOylase activity	MF	0.973351229037337	1
GO:0046957	0.637626586444037	0.999999977533371	5	5	negative phototaxis	BP	0.973351229037337	1
GO:0052129	0.637626586444037	0.999999977533371	5	5	negative energy taxis	BP	0.973351229037337	1
GO:0005742	0.637683834824271	0.734711493440589	11	12	mitochondrial outer membrane translocase complex	CC	0.973351229037337	1
GO:0035025	0.638078266355717	0.731175947203127	14	15	positive regulation of Rho protein signal transduction	BP	0.973351229037337	1
GO:0046625	0.638171074441084	0.999999977567185	5	5	sphingolipid binding	MF	0.973351229037337	1
GO:0007008	0.638610304424616	0.999999977602819	4	4	outer mitochondrial membrane organization	BP	0.973351229037337	1
GO:0045040	0.638610304424616	0.999999977602819	4	4	protein insertion into mitochondrial outer membrane	BP	0.973351229037337	1
GO:0000702	0.638774865725993	0.999999977612648	4	4	oxidized base lesion DNA N-glycosylase activity	MF	0.973351229037337	1
GO:0042030	0.638891836241461	0.999999977769871	3	3	ATPase inhibitor activity	MF	0.973351229037337	1
GO:0004176	0.639544697666046	0.999999977650867	5	5	ATP-dependent peptidase activity	MF	0.973351229037337	1
GO:0016971	0.639555967015582	0.999999977652197	5	5	flavin-linked sulfhydryl oxidase activity	MF	0.973351229037337	1
GO:0010457	0.639844341348807	0.999999977670026	5	5	centriole-centriole cohesion	BP	0.973351229037337	1
GO:0006573	0.639845603141331	0.999999977669592	5	5	valine metabolic process	BP	0.973351229037337	1
GO:0046689	0.639937356117962	0.999999977832456	3	3	response to mercury ion	BP	0.973351229037337	1
GO:0007317	0.64002212638029	0.64104712750514	23	25	regulation of pole plasm oskar mRNA localization	BP	0.973351229037337	1
GO:0005640	0.640100900368942	0.999999977693969	4	4	nuclear outer membrane	CC	0.973351229037337	1
GO:0016620	0.640751008112724	0.593429092388055	33	36	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	MF	0.973351229037337	1
GO:1990498	0.640760585908478	0.999999977725717	5	5	mitotic spindle microtubule	CC	0.973351229037337	1
GO:0006545	0.640874593748716	0.99999997774144	4	4	glycine biosynthetic process	BP	0.973351229037337	1
GO:0061134	0.64091499876355	0.471465150145815	93	107	peptidase regulator activity	MF	0.973351229037337	1
GO:0071786	0.640961145531251	0.999999977738134	5	5	endoplasmic reticulum tubular network organization	BP	0.973351229037337	1
GO:0042760	0.641098144564985	0.9999999777463	5	5	very long-chain fatty acid catabolic process	BP	0.973351229037337	1
GO:0015865	0.64116787021402	0.999999977751046	5	5	purine nucleotide transport	BP	0.973351229037337	1
GO:0015868	0.64116787021402	0.999999977751046	5	5	purine ribonucleotide transport	BP	0.973351229037337	1
GO:0110107	0.641253417456991	0.999999977756404	5	5	regulation of imaginal disc-derived wing vein specification	BP	0.973351229037337	1
GO:0045433	0.641395819154979	0.728576266473629	14	15	male courtship behavior, veined wing generated song production	BP	0.973351229037337	1
GO:0005212	0.642020748317512	0.99999997781224	4	4	structural constituent of eye lens	MF	0.973351229037337	1
GO:0032432	0.642306110071525	0.727859446289071	14	15	actin filament bundle	CC	0.973351229037337	1
GO:2001235	0.64253149957633	0.999999977843134	4	4	positive regulation of apoptotic signaling pathway	BP	0.973351229037337	1
GO:0032988	0.642756114066311	0.999999977848524	5	5	ribonucleoprotein complex disassembly	BP	0.973351229037337	1
GO:0097361	0.642826351133315	0.999999977861282	4	4	CIA complex	CC	0.973351229037337	1
GO:0004029	0.643045719300534	0.999999977866385	5	5	aldehyde dehydrogenase (NAD+) activity	MF	0.973351229037337	1
GO:0004030	0.643045719300534	0.999999977866385	5	5	aldehyde dehydrogenase [NAD(P)+] activity	MF	0.973351229037337	1
GO:0007634	0.643098941327643	0.999999977869863	5	5	optokinetic behavior	BP	0.973351229037337	1
GO:0071632	0.643098941327643	0.999999977869863	5	5	optomotor response	BP	0.973351229037337	1
GO:0046834	0.643414244988942	0.99999997788868	5	5	lipid phosphorylation	BP	0.973351229037337	1
GO:0017121	0.643526625444945	0.999999977895964	5	5	plasma membrane phospholipid scrambling	BP	0.973351229037337	1
GO:0042256	0.643549744671202	0.999999977905947	4	4	mature ribosome assembly	BP	0.973351229037337	1
GO:0055106	0.643796522099808	0.999999977912394	5	5	ubiquitin-protein transferase regulator activity	MF	0.973351229037337	1
GO:0010997	0.643796795869272	0.999999977912259	5	5	anaphase-promoting complex binding	MF	0.973351229037337	1
GO:0005863	0.643962505602439	0.999999977922619	5	5	striated muscle myosin thick filament	CC	0.973351229037337	1
GO:0016854	0.644007569903284	0.728503108295006	12	13	racemase and epimerase activity	MF	0.973351229037337	1
GO:0008174	0.644037474564653	0.999999977927865	5	5	mRNA methyltransferase activity	MF	0.973351229037337	1
